"","uni_id","iteration","timepoint","m","counts","avg_workload","avg_OGL","per_site_mutation_rate","time_to_fill","growth_rate"
"1",1,57,35,27,31,0,101,0.00862344298946024,1193,0.00287844694424572
"2",1,44,35,31,31,0,101,0.0099009900990099,1102,0.00311614083891574
"3",1,65,35,28,31,0,101,0.00894282976684765,1089,0.00315333994902217
"4",1,9,35,27,31,0,101,0.00862344298946024,1134,0.00302820741136256
"5",1,69,35,25,32,0,101,0.00773514851485149,1167,0.00296978226460988
"6",1,89,35,42,33,85.7878787878788,101,0.0126012601260126,1149,0.00304308752085856
"7",1,33,35,42,33,0,101,0.0126012601260126,1318,0.00265288889337366
"8",1,45,35,32,31,0,101,0.0102203768763973,1394,0.00246340545515434
"9",1,24,35,31,31,0,101,0.0099009900990099,1167,0.00294257686759653
"10",1,22,35,42,31,0,101,0.0134142446502715,1167,0.00294257686759653
"11",1,55,35,25,31,0,101,0.0079846694346854,1191,0.00288328060829987
"12",1,68,35,39,31,0,101,0.0124560843181092,1167,0.00294257686759653
"13",1,29,35,30,31,0,101,0.00958160332162248,1317,0.0026074314384853
"14",1,12,35,30,32,0,101,0.00928217821782178,1150,0.00301368339373889
"15",1,72,35,34,31,11.8709677419355,101.032258064516,0.0108556832694764,1317,0.0026074314384853
"16",1,23,35,29,31,0,101,0.00926221654423507,1488,0.0023077870997884
"17",1,16,35,38,33,0,101,0.0114011401140114,1103,0.00316999778918085
"18",1,71,35,31,31,10.9032258064516,101,0.0099009900990099,1150,0.00298607582998708
"19",1,53,35,32,32,0,101,0.0099009900990099,1149,0.0030163062687552
"20",1,94,35,29,31,0,101,0.00926221654423507,1150,0.00298607582998708
"21",1,42,35,40,32,0,101,0.0123762376237624,1440,0.00240676104361092
"22",1,78,35,25,33,0,101,0.0075007500750075,1149,0.00304308752085856
"23",1,88,35,31,31,0,101,0.0099009900990099,1627,0.00211062520251085
"24",1,97,35,29,31,5.54838709677419,101,0.00926221654423507,1103,0.00311331568856314
"25",1,99,35,26,31,0,101,0.00830405621207282,1318,0.00260545311417689
"26",1,62,35,35,31,0,101,0.0111785372085596,1195,0.00287362945982021
"27",1,8,35,30,31,0,101,0.00958160332162248,1194,0.00287603618466093
"28",1,34,35,39,31,0,101,0.0124560843181092,1271,0.0027017995314596
"29",1,17,35,33,32,0,101,0.010210396039604,1150,0.00301368339373889
"30",1,31,35,33,31,0,101,0.0105397636537847,1195,0.00287362945982021
"31",1,38,35,30,32,0,101,0.00928217821782178,1103,0.00314209963989096
"32",1,1,35,36,31,0,101,0.011497923985947,1102,0.00311614083891574
"33",1,52,35,34,31,0,101,0.0108591504311721,1104,0.00311049565623655
"34",1,81,35,31,31,0,101,0.0099009900990099,1186,0.00289543609147146
"35",1,19,35,31,31,0,101,0.0099009900990099,1195,0.00287362945982021
"36",1,64,35,25,32,0,101,0.00773514851485149,1148,0.00301893371324018
